Latitude,Longitude,Elevation,Battery state of charge,Outside temp,Driving Behavior,,
51.28357,9.5204,155,94.7,28,7,,
51.28309,9.52135,154,94.65,28,7,,
51.28272,9.52205,157,94.6,28,7,,
51.282,9.52327,158,94.55,28,7,,
51.28117,9.52441,157,94.5,28,7,,
51.28038,9.52536,158,94.45,28,7,,
51.27997,9.5258,157,94.4,28,7,,
51.27934,9.5264,160,94.35,28,7,,
51.27885,9.52682,161,94.3,28,7,,
51.27801,9.52741,159,94.25,28,7,,
51.27478,9.52934,167,94.2,28,7,,
51.27461,9.52933,167,94.15,28,7,,
51.27441,9.52921,166,94.1,28,7,,
51.27431,9.5291,165,94.05,28,7,,
51.2742,9.52885,165,94,28,7,,
51.27414,9.52848,165,93.95,28,7,,
51.27413,9.52832,165,93.9,28,7,,
51.27415,9.52812,165,93.85,28,7,,
51.27422,9.52785,165,93.8,28,7,,
51.27438,9.52761,164,93.75,28,7,,
51.27453,9.52755,164,93.7,28,7,,
51.27471,9.52759,164,93.65,28,7,,
51.27483,9.52768,163,93.6,28,7,,
51.27589,9.52951,165,93.55,28,7,,
51.27751,9.53239,164,93.5,28,7,,
51.27764,9.53258,165,93.45,28,7,,
51.27814,9.53315,164,93.4,28,7,,
51.28021,9.53677,167,93.35,28,7,,
51.28379,9.54307,170,93.3,28,7,,
51.29224,9.55814,180,93.25,28,7,,
51.2925,9.55859,177,93.2,28,7,,
51.29281,9.55905,172,93.15,28,7,,
51.2934,9.55985,167,93.1,28,7,,
51.29408,9.5606,169,93.05,28,7,,
51.29491,9.56134,165,93,28,7,,
51.29524,9.5616,165,92.95,28,7,,
51.29579,9.56195,164,92.9,28,7,,
51.29646,9.5623,167,92.85,28,7,,
51.2972,9.56259,170,92.8,28,7,,
51.29774,9.56272,171,92.75,28,7,,
51.29835,9.56282,174,92.7,28,7,,
51.29919,9.56285,178,92.65,28,7,,
51.29976,9.56279,180,92.6,28,7,,
51.30034,9.56268,182,92.55,28,7,,
51.30097,9.56249,175,92.5,28,7,,
51.3031,9.56177,168,92.45,28,7,,
51.30502,9.56107,171,92.4,28,7,,
51.30722,9.5603,168,92.35,28,7,,
51.30768,9.56016,169,92.3,28,7,,
51.3083,9.56003,170,92.25,28,7,,
51.30924,9.55997,168,92.2,28,7,,
51.30964,9.55998,165,92.15,28,7,,
51.31013,9.56003,162,92.1,28,7,,
51.31064,9.56012,163,92.05,28,7,,
51.31157,9.5604,160,92,28,7,,
51.31788,9.56327,191,91.95,28,7,,
51.31876,9.56376,194,91.9,28,7,,
51.31977,9.56458,199,91.85,28,7,,
51.32041,9.56527,203,91.8,28,7,,
51.32121,9.56633,204,91.75,28,7,,
51.32248,9.56816,209,91.7,28,7,,
51.32313,9.56912,214,91.65,28,7,,
51.3365,9.58857,303,91.6,28,7,,
51.34034,9.59413,304,91.55,28,7,,
51.34213,9.59677,289,91.5,28,7,,
51.34255,9.59741,285,91.45,28,7,,
51.34349,9.59877,282,91.4,28,7,,
51.34506,9.60088,285,91.35,28,7,,
51.34596,9.60191,288,91.3,28,7,,
51.34664,9.60264,291,91.25,28,7,,
51.35085,9.60684,305,91.2,28,7,,
51.35811,9.614,303,91.15,28,7,,
51.36018,9.61611,308,91.1,28,7,,
51.36169,9.61786,321,91.05,28,7,,
51.36252,9.61913,323,91,28,7,,
51.36302,9.62008,327,90.95,28,7,,
51.36366,9.62158,332,90.9,28,7,,
51.36906,9.63815,383,90.85,28,7,,
51.37129,9.64505,379,90.8,28,7,,
51.37234,9.64823,378,90.75,28,7,,
51.37275,9.64933,376,90.7,28,7,,
51.3731,9.65024,373,90.65,28,7,,
51.37348,9.65111,371,90.6,28,7,,
51.37388,9.65192,372,90.55,28,7,,
51.37451,9.65302,371,90.5,28,7,,
51.37497,9.65372,370,90.45,28,7,,
51.37546,9.65436,367,90.4,28,7,,
51.37574,9.6547,368,90.35,28,7,,
51.37649,9.65547,380,90.3,28,7,,
51.37719,9.65609,387,90.25,28,7,,
51.37755,9.65637,390,90.2,28,7,,
51.37822,9.65682,391,90.15,28,7,,
51.39052,9.66412,344,90.1,28,7,,
51.39243,9.66538,325,90.05,28,7,,
51.3936,9.66636,322,90,28,7,,
51.39471,9.66757,330,89.95,28,7,,
51.39546,9.6686,332,89.9,28,7,,
51.39587,9.66925,332,89.85,28,7,,
51.3962,9.66984,330,89.8,28,7,,
51.39639,9.67021,328,89.75,28,7,,
51.39684,9.67117,329,89.7,28,7,,
51.3971,9.67176,328,89.65,28,7,,
51.39734,9.67237,325,89.6,28,7,,
51.39758,9.67305,325,89.55,28,7,,
51.39782,9.67382,323,89.5,28,7,,
51.39814,9.67503,320,89.45,28,7,,
51.39839,9.67626,316,89.4,28,7,,
51.39855,9.67748,312,89.35,28,7,,
51.39861,9.67808,309,89.3,28,7,,
51.39865,9.6791,312,89.25,28,7,,
51.39866,9.68021,308,89.2,28,7,,
51.39864,9.68091,307,89.15,28,7,,
51.39856,9.68179,309,89.1,28,7,,
51.39849,9.68242,309,89.05,28,7,,
51.39834,9.68344,309,89,28,7,,
51.39809,9.68465,312,88.95,28,7,,
51.39766,9.68644,308,88.9,28,7,,
51.39736,9.68784,306,88.85,28,7,,
51.39716,9.68894,309,88.8,28,7,,
51.39704,9.68991,305,88.75,28,7,,
51.39698,9.69059,303,88.7,28,7,,
51.39692,9.69141,301,88.65,28,7,,
51.3969,9.69233,300,88.6,28,7,,
51.39692,9.69336,292,88.55,28,7,,
51.397,9.69438,291,88.5,28,7,,
51.39712,9.69541,283,88.45,28,7,,
51.39728,9.69637,278,88.4,28,7,,
51.39745,9.69721,273,88.35,28,7,,
51.39771,9.69815,265,88.3,28,7,,
51.39797,9.699,257,88.25,28,7,,
51.39827,9.6998,253,88.2,28,7,,
51.39859,9.70054,249,88.15,28,7,,
51.39915,9.7016,242,88.1,28,7,,
51.40049,9.70382,223,88.05,28,7,,
51.40076,9.70435,221,88,28,7,,
51.401,9.70489,219,87.95,28,7,,
51.4024,9.7084,200,87.9,28,7,,
51.4032,9.71043,189,87.85,28,7,,
51.40416,9.7127,164,87.8,28,7,,
51.40507,9.71505,157,87.75,28,7,,
51.40619,9.71805,190,87.7,28,7,,
51.40662,9.71945,198,87.65,28,7,,
51.40697,9.72079,198,87.6,28,7,,
51.40726,9.72207,202,87.55,28,7,,
51.40745,9.72309,206,87.5,28,7,,
51.40761,9.72412,206,87.45,28,7,,
51.4078,9.72572,208,87.4,28,7,,
51.40791,9.72733,208,87.35,28,7,,
51.40794,9.72834,208,87.3,28,7,,
51.40794,9.72936,207,87.25,28,7,,
51.40791,9.73048,207,87.2,28,7,,
51.40784,9.73174,212,87.15,28,7,,
51.4075,9.73675,211,87.1,28,7,,
51.40741,9.73773,209,87.05,28,7,,
51.40723,9.73935,207,87,28,7,,
51.40708,9.74041,207,86.95,28,7,,
51.40687,9.74165,201,86.9,28,7,,
51.40656,9.74318,199,86.85,28,7,,
51.40627,9.74443,195,86.8,28,7,,
51.40586,9.74591,194,86.75,28,7,,
51.40542,9.74725,194,86.7,28,7,,
51.40502,9.74838,192,86.65,28,7,,
51.40452,9.74962,191,86.6,28,7,,
51.39997,9.76023,171,86.55,28,7,,
51.39771,9.76545,165,86.5,28,7,,
51.39661,9.76832,167,86.45,28,7,,
51.39628,9.76925,165,86.4,28,7,,
51.39583,9.77078,162,86.35,28,7,,
51.39564,9.77155,163,86.3,28,7,,
51.39537,9.7729,162,86.25,28,7,,
51.39522,9.77378,162,86.2,28,7,,
51.39514,9.77433,162,86.15,28,7,,
51.39509,9.77494,162,86.1,28,7,,
51.39505,9.77566,163,86.05,28,7,,
51.39504,9.77649,170,86,28,7,,
51.39507,9.77812,174,85.95,28,7,,
51.39516,9.77926,173,85.9,28,7,,
51.39527,9.78016,173,85.85,28,7,,
51.39538,9.7808,174,85.8,28,7,,
51.39553,9.78155,176,85.75,28,7,,
51.39571,9.78232,175,85.7,28,7,,
51.39594,9.78321,175,85.65,28,7,,
51.39621,9.78401,178,85.6,28,7,,
51.39755,9.78791,185,85.55,28,7,,
51.39961,9.79402,221,85.5,28,7,,
51.40072,9.7974,231,85.45,28,7,,
51.40173,9.80082,238,85.4,28,7,,
51.40552,9.81319,270,85.35,28,7,,
51.40773,9.82027,286,85.3,28,7,,
51.40822,9.82162,294,85.25,28,7,,
51.40874,9.82292,309,85.2,28,7,,
51.4093,9.82419,314,85.15,28,7,,
51.4099,9.82541,316,85.1,28,7,,
51.41099,9.82752,317,85.05,28,7,,
51.4155,9.83587,301,85,28,7,,
51.41593,9.83659,296,84.95,28,7,,
51.41638,9.83728,293,84.9,28,7,,
51.41683,9.83795,292,84.85,28,7,,
51.41731,9.83859,292,84.8,28,7,,
51.41779,9.83921,291,84.75,28,7,,
51.41829,9.8398,291,84.7,28,7,,
51.4188,9.84036,292,84.65,28,7,,
51.41933,9.84089,294,84.6,28,7,,
51.41986,9.84139,292,84.55,28,7,,
51.4204,9.84187,288,84.5,28,7,,
51.42096,9.84231,289,84.45,28,7,,
51.42152,9.84272,295,84.4,28,7,,
51.42209,9.8431,296,84.35,28,7,,
51.42267,9.84345,297,84.3,28,7,,
51.42326,9.84377,294,84.25,28,7,,
51.42386,9.84405,292,84.2,28,7,,
51.42463,9.84437,288,84.15,28,7,,
51.42926,9.84611,269,84.1,28,7,,
51.43411,9.84789,247,84.05,28,7,,
51.43545,9.84846,239,84,28,7,,
51.43684,9.84913,229,83.95,28,7,,
51.43792,9.84981,228,83.9,28,7,,
51.4385,9.85022,231,83.85,28,7,,
51.43927,9.85083,234,83.8,28,7,,
51.44028,9.8517,230,83.75,28,7,,
51.44246,9.85401,215,83.7,28,7,,
51.44327,9.85479,212,83.65,28,7,,
51.44948,9.86098,232,83.6,28,7,,
51.45201,9.86346,212,83.55,28,7,,
51.45346,9.86487,209,83.5,28,7,,
51.45472,9.86603,205,83.45,28,7,,
51.45549,9.86665,202,83.4,28,7,,
51.45664,9.86747,202,83.35,28,7,,
51.45768,9.86804,203,83.3,28,7,,
51.45843,9.86842,204,83.25,28,7,,
51.45945,9.86889,212,83.2,28,7,,
51.46047,9.86928,212,83.15,28,7,,
51.46147,9.86961,207,83.1,28,7,,
51.46505,9.87059,185,83.05,28,7,,
51.47905,9.87402,174,83,28,7,,
51.49323,9.87737,174,82.95,28,7,,
51.49436,9.8776,173,82.9,28,7,,
51.49584,9.87785,175,82.85,28,7,,
51.49755,9.87802,177,82.8,28,7,,
51.50042,9.87816,173,82.75,28,7,,
51.52227,9.87894,172,82.7,28,7,,
51.53008,9.87926,171,82.65,28,7,,
51.53239,9.8793,158,82.6,28,7,,
51.56063,9.87938,157,82.55,28,7,,
51.56124,9.87945,156,82.5,28,7,,
51.56205,9.87964,157,82.45,28,7,,
51.56327,9.88012,156,82.4,28,7,,
51.5638,9.88045,155,82.35,28,7,,
51.56436,9.88084,156,82.3,28,7,,
51.56486,9.88128,155,82.25,28,7,,
51.56518,9.8816,155,82.2,28,7,,
51.56543,9.88187,154,82.15,28,7,,
51.56601,9.88257,155,82.1,28,7,,
51.56643,9.88317,156,82.05,28,7,,
51.56696,9.88404,158,82,28,7,,
51.56727,9.88465,159,81.95,28,7,,
51.56763,9.88544,157,81.9,28,7,,
51.56812,9.8867,157,81.85,28,7,,
51.56836,9.88749,157,81.8,28,7,,
51.5686,9.88839,154,81.75,28,7,,
51.56882,9.88943,155,81.7,28,7,,
51.56915,9.89144,154,81.65,28,7,,
51.56958,9.89483,154,81.6,28,7,,
51.56979,9.8962,153,81.55,28,7,,
51.57001,9.89751,151,81.5,28,7,,
51.57031,9.89883,150,81.45,28,7,,
51.57063,9.89994,149,81.4,28,7,,
51.57107,9.90116,148,81.35,28,7,,
51.57136,9.90184,147,81.3,28,7,,
51.57167,9.90248,150,81.25,28,7,,
51.57204,9.90318,152,81.2,28,7,,
51.57272,9.90438,152,81.15,28,7,,
51.57321,9.90516,147,81.1,28,7,,
51.57435,9.90682,145,81.05,28,7,,
51.57516,9.90785,142,81,28,7,,
51.57582,9.90863,138,80.95,28,7,,
51.57658,9.90946,139,80.9,28,7,,
51.57746,9.91034,144,80.85,28,7,,
51.57791,9.91075,144,80.8,28,7,,
51.57858,9.91127,141,80.75,28,7,,
51.579,9.91155,139,80.7,28,7,,
51.57944,9.91181,139,80.65,28,7,,
51.57999,9.91207,140,80.6,28,7,,
51.58079,9.91236,139,80.55,28,7,,
51.58157,9.91252,139,80.5,28,7,,
51.58244,9.91259,137,80.45,28,7,,
51.58322,9.91253,141,80.4,28,7,,
51.58403,9.91238,145,80.35,28,7,,
51.58479,9.91211,143,80.3,28,7,,
51.58546,9.9118,142,80.25,28,7,,
51.5861,9.9114,139,80.2,28,7,,
51.58671,9.91097,139,80.15,28,7,,
51.58776,9.91008,136,80.1,28,7,,
51.59093,9.9073,135,80.05,28,7,,
51.59196,9.90644,134,80,28,7,,
51.59278,9.90582,134,79.95,28,7,,
51.59364,9.9053,133,79.9,28,7,,
51.59441,9.90493,134,79.85,28,7,,
51.59534,9.90456,135,79.8,28,7,,
51.59593,9.90436,134,79.75,28,7,,
51.59658,9.90422,134,79.7,28,7,,
51.5974,9.90411,135,79.65,28,7,,
51.5981,9.90407,135,79.6,28,7,,
51.59888,9.90409,135,79.55,28,7,,
51.59959,9.90416,136,79.5,28,7,,
51.60123,9.90457,135,79.45,28,7,,
51.60308,9.9053,136,79.4,28,7,,
51.60839,9.9075,137,79.35,28,7,,
51.60892,9.90764,140,79.3,28,7,,
51.60952,9.90777,145,79.25,28,7,,
51.61074,9.90798,146,79.2,28,7,,
51.61186,9.90813,140,79.15,28,7,,
51.61338,9.90838,135,79.1,28,7,,
51.61431,9.90862,134,79.05,28,7,,
51.61509,9.90892,133,79,28,7,,
51.61596,9.90934,135,78.95,28,7,,
51.61678,9.90984,133,78.9,28,7,,
51.62672,9.91688,132,78.85,28,7,,
51.62763,9.91755,133,78.8,28,7,,
51.62909,9.91857,139,78.75,28,7,,
51.63045,9.91949,148,78.7,28,7,,
51.63076,9.91968,149,78.65,28,7,,
51.6311,9.91986,150,78.6,28,7,,
51.63144,9.92001,150,78.55,28,7,,
51.6322,9.92025,151,78.5,28,7,,
51.6328,9.92039,152,78.45,28,7,,
51.63437,9.92059,153,78.4,28,7,,
51.63701,9.92098,156,78.35,28,7,,
51.63919,9.92144,157,78.3,28,7,,
51.6403,9.92161,160,78.25,28,7,,
51.64092,9.92163,161,78.2,28,7,,
51.64161,9.92161,155,78.15,28,7,,
51.64225,9.92153,150,78.1,28,7,,
51.64289,9.92138,147,78.05,28,7,,
51.64399,9.92098,148,78,28,7,,
51.64753,9.91949,163,77.95,28,7,,
51.65063,9.91813,174,77.9,28,7,,
51.65523,9.91618,189,77.85,28,7,,
51.65609,9.91584,190,77.8,28,7,,
51.65694,9.9156,193,77.75,28,7,,
51.65751,9.91552,192,77.7,28,7,,
51.65803,9.91551,189,77.65,28,7,,
51.65858,9.91555,191,77.6,28,7,,
51.65912,9.91564,192,77.55,28,7,,
51.65979,9.91582,195,77.5,28,7,,
51.66032,9.91602,195,77.45,28,7,,
51.66085,9.91626,194,77.4,28,7,,
51.66261,9.91721,197,77.35,28,7,,
51.66521,9.91868,201,77.3,28,7,,
51.67204,9.9225,221,77.25,28,7,,
51.67299,9.92298,222,77.2,28,7,,
51.67728,9.92534,195,77.15,28,7,,
51.6784,9.92593,187,77.1,28,7,,
51.6793,9.92633,184,77.05,28,7,,
51.68039,9.92673,177,77,28,7,,
51.68225,9.92718,174,76.95,28,7,,
51.68422,9.92753,164,76.9,28,7,,
51.68454,9.9276,163,76.85,28,7,,
51.68515,9.92777,159,76.8,28,7,,
51.68559,9.92792,156,76.75,28,7,,
51.68657,9.92838,157,76.7,28,7,,
51.68727,9.92882,154,76.65,28,7,,
51.68772,9.92917,156,76.6,28,7,,
51.68837,9.92978,162,76.55,28,7,,
51.68913,9.93061,159,76.5,28,7,,
51.69141,9.93334,148,76.45,28,7,,
51.6922,9.93414,145,76.4,28,7,,
51.69303,9.93491,141,76.35,28,7,,
51.69436,9.93595,138,76.3,28,7,,
51.69563,9.93673,133,76.25,28,7,,
51.69609,9.93696,132,76.2,28,7,,
51.69729,9.93748,127,76.15,28,7,,
51.69805,9.93772,126,76.1,28,7,,
51.69882,9.93791,127,76.05,28,7,,
51.69951,9.93804,129,76,28,7,,
51.69987,9.93809,130,75.95,28,7,,
51.70078,9.93814,129,75.9,28,7,,
51.70637,9.93834,142,75.85,28,7,,
51.70709,9.93839,143,75.8,28,7,,
51.7079,9.93849,144,75.75,28,7,,
51.70897,9.93869,147,75.7,28,7,,
51.71002,9.93895,149,75.65,28,7,,
51.71074,9.93916,149,75.6,28,7,,
51.71177,9.93953,152,75.55,28,7,,
51.71288,9.94001,151,75.5,28,7,,
51.71445,9.94084,151,75.45,28,7,,
51.71527,9.94134,147,75.4,28,7,,
51.71659,9.94223,144,75.35,28,7,,
51.71728,9.94276,139,75.3,28,7,,
51.71823,9.94356,138,75.25,28,7,,
51.7195,9.94474,129,75.2,28,7,,
51.72009,9.94535,129,75.15,28,7,,
51.72138,9.94679,126,75.1,28,7,,
51.72196,9.9475,120,75.05,28,7,,
51.72266,9.94844,117,75,28,7,,
51.72334,9.9494,115,74.95,28,7,,
51.724,9.95037,115,74.9,28,7,,
51.72479,9.95163,112,74.85,28,7,,
51.7259,9.95358,115,74.8,28,7,,
51.72616,9.95409,114,74.75,28,7,,
51.72672,9.9552,114,74.7,28,7,,
51.72722,9.95629,115,74.65,28,7,,
51.7277,9.95739,113,74.6,28,7,,
51.72818,9.95859,115,74.55,28,7,,
51.72961,9.96238,116,74.5,28,7,,
51.73525,9.97759,143,74.45,28,7,,
51.73586,9.97934,156,74.4,28,7,,
51.73624,9.98052,167,74.35,28,7,,
51.73649,9.98138,167,74.3,28,7,,
51.73671,9.98225,172,74.25,28,7,,
51.7369,9.98305,173,74.2,28,7,,
51.73715,9.98415,177,74.15,28,7,,
51.73737,9.98526,178,74.1,28,7,,
51.73753,9.98615,181,74.05,28,7,,
51.73776,9.98785,182,74,28,7,,
51.738,9.99011,179,73.95,28,7,,
51.7382,9.99283,179,73.9,28,7,,
51.73835,9.99432,177,73.85,28,7,,
51.73856,9.99599,174,73.8,28,7,,
51.73881,9.99726,171,73.75,28,7,,
51.73898,9.99799,172,73.7,28,7,,
51.73919,9.99878,172,73.65,28,7,,
51.73956,9.99992,172,73.6,28,7,,
51.74022,10.00165,173,73.55,28,7,,
51.74074,10.00272,174,73.5,28,7,,
51.74096,10.00315,173,73.45,28,7,,
51.74154,10.00414,174,73.4,28,7,,
51.74215,10.00503,178,73.35,28,7,,
51.74283,10.00586,179,73.3,28,7,,
51.74352,10.00658,176,73.25,28,7,,
51.74398,10.007,175,73.2,28,7,,
51.74451,10.00742,172,73.15,28,7,,
51.7453,10.00796,173,73.1,28,7,,
51.74584,10.00826,176,73.05,28,7,,
51.74637,10.00851,173,73,28,7,,
51.75502,10.01196,193,72.95,28,7,,
51.75595,10.01238,196,72.9,28,7,,
51.75635,10.01257,194,72.85,28,7,,
51.75703,10.01295,190,72.8,28,7,,
51.75762,10.01331,189,72.75,28,7,,
51.75897,10.01425,188,72.7,28,7,,
51.75975,10.01489,188,72.65,28,7,,
51.76096,10.01596,189,72.6,28,7,,
51.76252,10.01762,190,72.55,28,7,,
51.76494,10.02047,196,72.5,28,7,,
51.76621,10.02188,198,72.45,28,7,,
51.76752,10.0232,189,72.4,28,7,,
51.76865,10.02428,180,72.35,28,7,,
51.77019,10.02562,179,72.3,28,7,,
51.77136,10.02658,180,72.25,28,7,,
51.77255,10.02746,178,72.2,28,7,,
51.77373,10.02827,175,72.15,28,7,,
51.77641,10.02996,168,72.1,28,7,,
51.77706,10.03039,171,72.05,28,7,,
51.77808,10.03116,173,72,28,7,,
51.77901,10.03198,170,71.95,28,7,,
51.77967,10.03263,167,71.9,28,7,,
51.7803,10.03333,161,71.85,28,7,,
51.78093,10.03407,158,71.8,28,7,,
51.78189,10.03535,150,71.75,28,7,,
51.78247,10.03624,146,71.7,28,7,,
51.78313,10.03731,142,71.65,28,7,,
51.78379,10.03845,143,71.6,28,7,,
51.78458,10.0399,140,71.55,28,7,,
51.78527,10.04128,140,71.5,28,7,,
51.78587,10.04255,140,71.45,28,7,,
51.78636,10.04368,139,71.4,28,7,,
51.78688,10.04492,137,71.35,28,7,,
51.78738,10.04618,133,71.3,28,7,,
51.78844,10.04912,131,71.25,28,7,,
51.78891,10.05062,128,71.2,28,7,,
51.7893,10.05193,129,71.15,28,7,,
51.78989,10.05414,131,71.1,28,7,,
51.79033,10.05596,130,71.05,28,7,,
51.79075,10.05791,134,71,28,7,,
51.79109,10.05977,138,70.95,28,7,,
51.79146,10.06219,143,70.9,28,7,,
51.79174,10.06433,149,70.85,28,7,,
51.79184,10.06517,151,70.8,28,7,,
51.79226,10.06957,158,70.75,28,7,,
51.79244,10.07123,162,70.7,28,7,,
51.79263,10.07263,160,70.65,28,7,,
51.79285,10.07385,156,70.6,28,7,,
51.79308,10.07494,157,70.55,28,7,,
51.7935,10.07654,163,70.5,28,7,,
51.79398,10.07806,169,70.45,28,7,,
51.79447,10.07936,168,70.4,28,7,,
51.79524,10.08105,165,70.35,28,7,,
51.79578,10.08204,163,70.3,28,7,,
51.79646,10.08316,164,70.25,28,7,,
51.79727,10.08429,164,70.2,28,7,,
51.79764,10.08475,165,70.15,28,7,,
51.79835,10.08555,165,70.1,28,7,,
51.79904,10.08624,168,70.05,28,7,,
51.79985,10.08694,173,70,28,7,,
51.80216,10.08867,182,69.95,28,7,,
51.80288,10.08924,179,69.9,28,7,,
51.80345,10.08974,178,69.85,28,7,,
51.80425,10.09046,186,69.8,28,7,,
51.80506,10.09125,192,69.75,28,7,,
51.80594,10.09216,188,69.7,28,7,,
51.80659,10.09291,194,69.65,28,7,,
51.80773,10.0943,199,69.6,28,7,,
51.80832,10.09508,197,69.55,28,7,,
51.8094,10.09662,191,69.5,28,7,,
51.81179,10.10032,194,69.45,28,7,,
51.81286,10.10183,199,69.4,28,7,,
51.81351,10.10268,199,69.35,28,7,,
51.81411,10.10344,199,69.3,28,7,,
51.81509,10.10458,197,69.25,28,7,,
51.81631,10.10588,201,69.2,28,7,,
51.81727,10.10678,201,69.15,28,7,,
51.81824,10.10763,203,69.1,28,7,,
51.81961,10.1087,214,69.05,28,7,,
51.8206,10.10937,225,69,28,7,,
51.82163,10.11003,231,68.95,28,7,,
51.82365,10.11112,225,68.9,28,7,,
51.83548,10.11724,203,68.85,28,7,,
51.8374,10.11818,200,68.8,28,7,,
51.83994,10.11935,201,68.75,28,7,,
51.84165,10.1201,201,68.7,28,7,,
51.84472,10.12135,195,68.65,28,7,,
51.84716,10.12227,191,68.6,28,7,,
51.84972,10.12311,190,68.55,28,7,,
51.8521,10.12383,190,68.5,28,7,,
51.85602,10.12487,198,68.45,28,7,,
51.85923,10.12554,204,68.4,28,7,,
51.86048,10.12578,199,68.35,28,7,,
51.86231,10.12607,188,68.3,28,7,,
51.86683,10.12654,180,68.25,28,7,,
51.87035,10.12682,181,68.2,28,7,,
51.87274,10.12713,180,68.15,28,7,,
51.87534,10.12754,177,68.1,28,7,,
51.87776,10.12807,173,68.05,28,7,,
51.87908,10.1284,173,68,28,7,,
51.88221,10.12927,166,67.95,28,7,,
51.88366,10.12971,167,67.9,28,7,,
51.88721,10.13069,159,67.85,28,7,,
51.89,10.13136,163,67.8,28,7,,
51.89102,10.13159,166,67.75,28,7,,
51.89435,10.13224,164,67.7,28,7,,
51.89756,10.13281,173,67.65,28,7,,
51.90063,10.13326,167,67.6,28,7,,
51.90356,10.13361,174,67.55,28,7,,
51.90762,10.13403,168,67.5,28,7,,
51.90895,10.13419,168,67.45,28,7,,
51.91031,10.13438,168,67.4,28,7,,
51.91225,10.13474,163,67.35,28,7,,
51.91359,10.13507,158,67.3,28,7,,
51.91497,10.13548,155,67.25,28,7,,
