Latitude,Longitude,Elevation,Battery state of charge,Outside temp,Driving Behavior,,
52.23285,12.91637,52,79.2,24,5,,
52.23222,12.91606,50,79.11,24,5,,
52.23155,12.91569,54,79.02,24,5,,
52.23096,12.91533,59,78.93,24,5,,
52.23037,12.91492,59,78.84,24,5,,
52.22976,12.91445,58,78.75,24,5,,
52.22918,12.91398,59,78.66,24,5,,
52.22817,12.91304,59,78.57,24,5,,
52.22706,12.91189,59,78.48,24,5,,
52.22509,12.90972,63,78.39,24,5,,
52.21765,12.90171,50,78.3,24,5,,
52.21622,12.90017,52,78.21,24,5,,
52.21528,12.89912,53,78.12,24,5,,
52.21449,12.89831,56,78.03,24,5,,
52.21259,12.89624,58,77.94,24,5,,
52.21016,12.89367,55,77.85,24,5,,
52.20081,12.88353,47,77.76,24,5,,
52.1995,12.8818,50,77.67,24,5,,
52.19847,12.88022,48,77.58,24,5,,
52.19767,12.87881,49,77.49,24,5,,
52.19652,12.87631,46,77.4,24,5,,
52.19551,12.87357,45,77.31,24,5,,
52.19481,12.87108,47,77.22,24,5,,
52.19381,12.86679,46,77.13,24,5,,
52.19282,12.86238,45,77.04,24,5,,
52.19219,12.85979,46,76.95,24,5,,
52.19148,12.85751,42,76.86,24,5,,
52.19078,12.85554,43,76.77,24,5,,
52.18949,12.85274,41,76.68,24,5,,
52.18819,12.85063,42,76.59,24,5,,
52.1875,12.8496,41,76.5,24,5,,
52.17962,12.83955,42,76.41,24,5,,
52.17878,12.83844,43,76.32,24,5,,
52.17834,12.83781,43,76.23,24,5,,
52.17752,12.83651,43,76.14,24,5,,
52.17715,12.83586,43,76.05,24,5,,
52.17651,12.83467,43,75.96,24,5,,
52.17601,12.83362,43,75.87,24,5,,
52.17578,12.8331,42,75.78,24,5,,
52.17524,12.83178,43,75.69,24,5,,
52.17455,12.82981,43,75.6,24,5,,
52.17396,12.82782,43,75.51,24,5,,
52.17355,12.82616,42,75.42,24,5,,
52.16917,12.80755,43,75.33,24,5,,
52.16841,12.80424,45,75.24,24,5,,
52.16673,12.79717,41,75.15,24,5,,
52.16644,12.79604,45,75.06,24,5,,
52.16582,12.79399,45,74.97,24,5,,
52.16552,12.79315,46,74.88,24,5,,
52.16496,12.79165,45,74.79,24,5,,
52.16444,12.79046,46,74.7,24,5,,
52.16405,12.78964,46,74.61,24,5,,
52.16309,12.78778,51,74.52,24,5,,
52.16248,12.7868,50,74.43,24,5,,
52.16175,12.78572,49,74.34,24,5,,
52.16134,12.78515,48,74.25,24,5,,
52.16083,12.7845,48,74.16,24,5,,
52.1596,12.78309,51,74.07,24,5,,
52.15845,12.78172,52,73.98,24,5,,
52.15632,12.77931,55,73.89,24,5,,
52.15223,12.77456,59,73.8,24,5,,
52.14866,12.77045,61,73.71,24,5,,
52.14455,12.76563,70,73.62,24,5,,
52.13752,12.75782,62,73.53,24,5,,
52.1286,12.74755,79,73.44,24,5,,
52.12533,12.74368,86,73.35,24,5,,
52.12382,12.74172,88,73.26,24,5,,
52.12352,12.74129,86,73.17,24,5,,
52.1226,12.73976,83,73.08,24,5,,
52.12218,12.73899,84,72.99,24,5,,
52.12154,12.73775,87,72.9,24,5,,
52.12098,12.73655,81,72.81,24,5,,
52.11657,12.72628,73,72.72,24,5,,
52.11486,12.72202,78,72.63,24,5,,
52.11288,12.7174,75,72.54,24,5,,
52.11116,12.71415,72,72.45,24,5,,
52.10947,12.71156,77,72.36,24,5,,
52.10686,12.70791,73,72.27,24,5,,
52.10344,12.70305,77,72.18,24,5,,
52.10085,12.69942,76,72.09,24,5,,
52.09899,12.69659,74,72,24,5,,
52.09824,12.69529,75,71.91,24,5,,
52.09467,12.68829,69,71.82,24,5,,
52.0938,12.68649,68,71.73,24,5,,
52.09355,12.68604,71,71.64,24,5,,
52.09311,12.68529,73,71.55,24,5,,
52.09233,12.68403,75,71.46,24,5,,
52.09185,12.68331,78,71.37,24,5,,
52.0904,12.68122,77,71.28,24,5,,
52.0872,12.67673,77,71.19,24,5,,
52.08357,12.67173,78,71.1,24,5,,
52.08235,12.6701,81,71.01,24,5,,
52.08102,12.6685,78,70.92,24,5,,
52.07974,12.66704,79,70.83,24,5,,
52.07843,12.66566,77,70.74,24,5,,
52.07712,12.66435,79,70.65,24,5,,
52.07466,12.66201,79,70.56,24,5,,
52.07381,12.66127,85,70.47,24,5,,
52.07256,12.66025,86,70.38,24,5,,
52.07131,12.65929,85,70.29,24,5,,
52.06966,12.65813,85,70.2,24,5,,
52.06795,12.65699,87,70.11,24,5,,
52.06328,12.65397,87,70.02,24,5,,
52.05968,12.6516,88,69.93,24,5,,
52.05696,12.64991,92,69.84,24,5,,
52.05435,12.64812,92,69.75,24,5,,
52.05302,12.64699,100,69.66,24,5,,
52.05169,12.64568,99,69.57,24,5,,
52.05066,12.64446,101,69.48,24,5,,
52.05008,12.64367,102,69.39,24,5,,
52.04953,12.64287,102,69.3,24,5,,
52.04882,12.64173,103,69.21,24,5,,
52.04811,12.64044,103,69.12,24,5,,
52.04686,12.63772,101,69.03,24,5,,
52.04266,12.62809,117,68.94,24,5,,
52.04182,12.62641,123,68.85,24,5,,
52.04151,12.62589,127,68.76,24,5,,
52.04113,12.62534,128,68.67,24,5,,
52.04058,12.62467,132,68.58,24,5,,
52.04005,12.6241,132,68.49,24,5,,
52.03954,12.6236,131,68.4,24,5,,
52.03664,12.62102,142,68.31,24,5,,
52.03618,12.62055,144,68.22,24,5,,
52.03565,12.61994,146,68.13,24,5,,
52.0354,12.61961,146,68.04,24,5,,
52.0349,12.61889,144,67.95,24,5,,
52.03462,12.61844,144,67.86,24,5,,
52.03416,12.61758,143,67.77,24,5,,
52.03388,12.61699,141,67.68,24,5,,
52.03346,12.61597,143,67.59,24,5,,
52.03309,12.61488,146,67.5,24,5,,
52.03275,12.61365,145,67.41,24,5,,
52.03194,12.61003,138,67.32,24,5,,
52.03177,12.60938,135,67.23,24,5,,
52.03151,12.60844,131,67.14,24,5,,
52.0312,12.60754,134,67.05,24,5,,
52.03078,12.60653,138,66.96,24,5,,
52.03026,12.60546,145,66.87,24,5,,
52.02962,12.60433,149,66.78,24,5,,
52.02933,12.60389,151,66.69,24,5,,
52.02885,12.60323,153,66.6,24,5,,
52.02844,12.60273,154,66.51,24,5,,
52.02796,12.6022,153,66.42,24,5,,
52.02558,12.59972,153,66.33,24,5,,
52.02479,12.59875,154,66.24,24,5,,
52.02442,12.59824,153,66.15,24,5,,
52.02368,12.59712,147,66.06,24,5,,
52.02329,12.59645,145,65.97,24,5,,
52.02277,12.59547,145,65.88,24,5,,
52.02225,12.59436,142,65.79,24,5,,
52.02107,12.5915,137,65.7,24,5,,
52.01348,12.57296,147,65.61,24,5,,
52.01261,12.57128,148,65.52,24,5,,
52.01164,12.56961,149,65.43,24,5,,
52.01061,12.56815,146,65.34,24,5,,
52.00949,12.56677,150,65.25,24,5,,
52.00596,12.56282,147,65.16,24,5,,
52.00395,12.56049,143,65.07,24,5,,
52.00181,12.55783,138,64.98,24,5,,
51.99921,12.5542,140,64.89,24,5,,
51.99271,12.54457,139,64.8,24,5,,
51.98874,12.53866,140,64.71,24,5,,
51.98742,12.53642,138,64.62,24,5,,
51.98586,12.53333,132,64.53,24,5,,
51.98463,12.53027,129,64.44,24,5,,
51.98252,12.5242,127,64.35,24,5,,
51.97885,12.51384,122,64.26,24,5,,
51.97746,12.50987,124,64.17,24,5,,
51.97628,12.50629,123,64.08,24,5,,
51.97524,12.50271,120,63.99,24,5,,
51.97356,12.49652,120,63.9,24,5,,
51.97076,12.48589,120,63.81,24,5,,
51.97037,12.4846,119,63.72,24,5,,
51.96984,12.48301,117,63.63,24,5,,
51.9695,12.48212,114,63.54,24,5,,
51.96868,12.48022,110,63.45,24,5,,
51.96278,12.46727,123,63.36,24,5,,
51.96199,12.4656,124,63.27,24,5,,
51.9613,12.46432,126,63.18,24,5,,
51.96083,12.46351,130,63.09,24,5,,
51.96035,12.46274,129,63,24,5,,
51.95935,12.46133,128,62.91,24,5,,
51.9586,12.46039,133,62.82,24,5,,
51.95817,12.45992,132,62.73,24,5,,
51.95733,12.45903,128,62.64,24,5,,
51.95591,12.45768,127,62.55,24,5,,
51.95486,12.45694,124,62.46,24,5,,
51.95367,12.45626,125,62.37,24,5,,
51.95242,12.4557,123,62.28,24,5,,
51.94906,12.4543,133,62.19,24,5,,
51.9449,12.45252,138,62.1,24,5,,
51.93877,12.45,131,62.01,24,5,,
51.93524,12.44848,125,61.92,24,5,,
51.93081,12.44635,129,61.83,24,5,,
51.92864,12.44541,125,61.74,24,5,,
51.92382,12.4434,119,61.65,24,5,,
51.92224,12.44269,112,61.56,24,5,,
51.92134,12.44224,106,61.47,24,5,,
51.91999,12.44137,114,61.38,24,5,,
51.91873,12.44037,114,61.29,24,5,,
51.918,12.43968,117,61.2,24,5,,
51.91748,12.43915,113,61.11,24,5,,
51.91656,12.4381,110,61.02,24,5,,
51.91554,12.43678,111,60.93,24,5,,
51.91507,12.43609,108,60.84,24,5,,
51.91462,12.43539,107,60.75,24,5,,
51.91414,12.43458,109,60.66,24,5,,
51.91375,12.43388,103,60.57,24,5,,
51.91337,12.43312,95,60.48,24,5,,
51.90549,12.41715,89,60.39,24,5,,
51.90494,12.4161,89,60.3,24,5,,
51.90466,12.4156,90,60.21,24,5,,
51.90399,12.41449,97,60.12,24,5,,
51.90332,12.41347,100,60.03,24,5,,
51.90289,12.41288,100,59.94,24,5,,
51.90219,12.412,98,59.85,24,5,,
51.90132,12.41103,96,59.76,24,5,,
51.90031,12.41003,96,59.67,24,5,,
51.89875,12.40866,91,59.58,24,5,,
51.89754,12.40756,89,59.49,24,5,,
51.8915,12.40239,82,59.4,24,5,,
51.88511,12.39687,74,59.31,24,5,,
51.88326,12.39521,63,59.22,24,5,,
51.882,12.39416,62,59.13,24,5,,
51.87813,12.39079,60,59.04,24,5,,
51.87687,12.3896,61,58.95,24,5,,
51.87556,12.38812,61,58.86,24,5,,
51.87433,12.38653,61,58.77,24,5,,
51.87262,12.3839,61,58.68,24,5,,
51.87186,12.38251,61,58.59,24,5,,
51.8711,12.38098,60,58.5,24,5,,
51.87078,12.3803,59,58.41,24,5,,
51.87019,12.37888,59,58.32,24,5,,
51.86972,12.37766,60,58.23,24,5,,
51.86912,12.37595,62,58.14,24,5,,
51.86771,12.37158,60,58.05,24,5,,
51.86702,12.36949,60,57.96,24,5,,
51.86642,12.36775,60,57.87,24,5,,
51.86514,12.36437,60,57.78,24,5,,
51.86441,12.36258,62,57.69,24,5,,
51.8627,12.35864,64,57.6,24,5,,
51.85912,12.35017,58,57.51,24,5,,
51.85588,12.34289,64,57.42,24,5,,
51.85423,12.33907,60,57.33,24,5,,
51.8538,12.33812,60,57.24,24,5,,
51.85335,12.33721,59,57.15,24,5,,
51.8529,12.33635,60,57.06,24,5,,
51.85214,12.33499,62,56.97,24,5,,
51.85122,12.33353,66,56.88,24,5,,
51.85038,12.33233,65,56.79,24,5,,
51.84951,12.3312,63,56.7,24,5,,
51.849,12.33059,62,56.61,24,5,,
51.84799,12.32949,63,56.52,24,5,,
51.84747,12.32896,63,56.43,24,5,,
51.84637,12.32796,60,56.34,24,5,,
51.84593,12.3276,59,56.25,24,5,,
51.845,12.3269,60,56.16,24,5,,
51.84437,12.32645,61,56.07,24,5,,
51.83393,12.32009,64,55.98,24,5,,
51.83298,12.31943,63,55.89,24,5,,
51.83191,12.31856,62,55.8,24,5,,
51.83124,12.31795,60,55.71,24,5,,
51.81756,12.30425,63,55.62,24,5,,
51.81596,12.30263,62,55.53,24,5,,
51.81529,12.30185,62,55.44,24,5,,
51.81465,12.30104,63,55.35,24,5,,
51.81367,12.29965,61,55.26,24,5,,
51.81338,12.29918,61,55.17,24,5,,
51.80705,12.28869,63,55.08,24,5,,
51.80652,12.28789,64,54.99,24,5,,
51.80563,12.28668,63,54.9,24,5,,
51.80514,12.28608,63,54.81,24,5,,
51.80439,12.28523,64,54.72,24,5,,
51.80319,12.28407,64,54.63,24,5,,
51.80053,12.28184,65,54.54,24,5,,
51.79692,12.2787,66,54.45,24,5,,
51.79488,12.27711,68,54.36,24,5,,
51.7916,12.27436,71,54.27,24,5,,
51.79037,12.2734,64,54.18,24,5,,
51.78919,12.27263,65,54.09,24,5,,
51.78599,12.27072,64,54,24,5,,
51.78462,12.26982,69,53.91,24,5,,
51.7834,12.26886,65,53.82,24,5,,
51.78223,12.26771,70,53.73,24,5,,
51.78053,12.26578,65,53.64,24,5,,
51.77952,12.26429,68,53.55,24,5,,
51.77863,12.26283,68,53.46,24,5,,
51.77638,12.25866,70,53.37,24,5,,
51.76776,12.24252,79,53.28,24,5,,
51.76676,12.2408,80,53.19,24,5,,
51.76598,12.23964,78,53.1,24,5,,
51.76521,12.2386,77,53.01,24,5,,
51.76422,12.23746,77,52.92,24,5,,
51.76303,12.23625,77,52.83,24,5,,
51.76209,12.23545,77,52.74,24,5,,
51.76066,12.2343,77,52.65,24,5,,
51.75054,12.22641,78,52.56,24,5,,
51.7474,12.22401,83,52.47,24,5,,
51.74588,12.2229,84,52.38,24,5,,
51.74388,12.22156,86,52.29,24,5,,
51.74289,12.22094,87,52.2,24,5,,
51.74189,12.22036,85,52.11,24,5,,
51.74108,12.21992,86,52.02,24,5,,
51.73947,12.21913,87,51.93,24,5,,
51.73867,12.21877,87,51.84,24,5,,
51.73758,12.21832,88,51.75,24,5,,
51.73647,12.21792,89,51.66,24,5,,
51.73475,12.21738,90,51.57,24,5,,
51.73356,12.21708,91,51.48,24,5,,
51.73274,12.21691,91,51.39,24,5,,
51.72088,12.21466,85,51.3,24,5,,
51.71815,12.21413,88,51.21,24,5,,
51.71692,12.21385,86,51.12,24,5,,
51.71526,12.21353,85,51.03,24,5,,
51.70979,12.2125,82,50.94,24,5,,
51.70776,12.21216,86,50.85,24,5,,
51.69567,12.20987,88,50.76,24,5,,
51.67742,12.20641,81,50.67,24,5,,
51.6486,12.20089,90,50.58,24,5,,
51.64609,12.20032,91,50.49,24,5,,
51.64407,12.19978,90,50.4,24,5,,
51.64208,12.19917,91,50.31,24,5,,
51.63834,12.1979,90,50.22,24,5,,
51.63628,12.1971,89,50.13,24,5,,
51.63307,12.19579,90,50.04,24,5,,
51.6265,12.19306,94,49.95,24,5,,
51.62449,12.19226,94,49.86,24,5,,
51.60433,12.1839,92,49.77,24,5,,
51.60315,12.18348,93,49.68,24,5,,
51.60192,12.18316,91,49.59,24,5,,
51.60086,12.183,93,49.5,24,5,,
51.60036,12.18296,93,49.41,24,5,,
51.59965,12.18293,93,49.32,24,5,,
51.59907,12.18295,93,49.23,24,5,,
51.59852,12.183,93,49.14,24,5,,
51.59768,12.18311,93,49.05,24,5,,
51.59634,12.18344,91,48.96,24,5,,
51.59517,12.18385,91,48.87,24,5,,
51.59153,12.18544,93,48.78,24,5,,
51.5813,12.18994,93,48.69,24,5,,
51.58033,12.19031,93,48.6,24,5,,
51.57927,12.19062,95,48.51,24,5,,
51.57876,12.19073,95,48.42,24,5,,
51.57785,12.19086,94,48.33,24,5,,
51.57738,12.1909,94,48.24,24,5,,
51.57632,12.19091,94,48.15,24,5,,
51.57581,12.19088,94,48.06,24,5,,
51.57513,12.1908,94,47.97,24,5,,
51.5741,12.1906,93,47.88,24,5,,
51.57342,12.19044,94,47.79,24,5,,
51.56532,12.18813,94,47.7,24,5,,
51.5625,12.18735,94,47.61,24,5,,
51.56177,12.1872,95,47.52,24,5,,
51.56102,12.18709,96,47.43,24,5,,
51.56022,12.18703,96,47.34,24,5,,
51.55924,12.18701,96,47.25,24,5,,
51.55785,12.18719,96,47.16,24,5,,
51.55699,12.18739,95,47.07,24,5,,
51.55587,12.18774,96,46.98,24,5,,
51.54942,12.19012,96,46.89,24,5,,
51.54258,12.19268,100,46.8,24,5,,
51.54069,12.19341,97,46.71,24,5,,
51.53514,12.19544,98,46.62,24,5,,
51.53324,12.19607,98,46.53,24,5,,
51.53154,12.1965,97,46.44,24,5,,
51.52977,12.19672,98,46.35,24,5,,
51.52668,12.19682,99,46.26,24,5,,
51.52048,12.19698,99,46.17,24,5,,
51.51899,12.19704,103,46.08,24,5,,
51.51703,12.19721,103,45.99,24,5,,
51.51498,12.1976,106,45.9,24,5,,
51.51324,12.19802,103,45.81,24,5,,
51.49659,12.20249,106,45.72,24,5,,
51.49578,12.20275,108,45.63,24,5,,
51.49515,12.20301,108,45.54,24,5,,
51.49421,12.20347,108,45.45,24,5,,
51.49387,12.20366,110,45.36,24,5,,
51.49287,12.20431,108,45.27,24,5,,
51.49076,12.20585,107,45.18,24,5,,
51.48539,12.20986,111,45.09,24,5,,
51.48329,12.21139,110,45,24,5,,
51.48244,12.21196,113,44.91,24,5,,
51.48123,12.21267,112,44.82,24,5,,
51.48015,12.21321,112,44.73,24,5,,
51.47915,12.21363,111,44.64,24,5,,
51.47813,12.21402,110,44.55,24,5,,
51.47712,12.21432,111,44.46,24,5,,
51.47607,12.21457,111,44.37,24,5,,
51.46822,12.21623,116,44.28,24,5,,
51.46696,12.21643,115,44.19,24,5,,
51.4656,12.21658,118,44.1,24,5,,
51.46477,12.21661,116,44.01,24,5,,
51.46339,12.21657,115,43.92,24,5,,
51.46232,12.21647,116,43.83,24,5,,
51.46193,12.2164,115,43.74,24,5,,
51.46112,12.21625,114,43.65,24,5,,
51.46019,12.21603,115,43.56,24,5,,
51.45923,12.21575,116,43.47,24,5,,
51.45773,12.21519,119,43.38,24,5,,
51.45638,12.21454,119,43.29,24,5,,
51.4527,12.21247,118,43.2,24,5,,
51.43887,12.2045,118,43.11,24,5,,
51.43379,12.20155,118,43.02,24,5,,
51.43336,12.20117,118,42.93,24,5,,
51.43275,12.20075,119,42.84,24,5,,
51.42695,12.19737,122,42.75,24,5,,
51.42681,12.19723,122,42.66,24,5,,
51.42674,12.19709,121,42.57,24,5,,
51.42669,12.19691,120,42.48,24,5,,
51.42666,12.19669,120,42.39,24,5,,
51.42667,12.19647,119,42.3,24,5,,
51.42673,12.19626,118,42.21,24,5,,
51.4268,12.1961,118,42.12,24,5,,
